Package last-used report
Generated: 2026-08-29 07:04:52
Packages: 717

PACKAGE                                   TYPE    VERSION     LAST USED    ENV               PATH
attrs                                     python  26.1.0      2026-03-19   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/attrs-26.1.0.dist-info
tomli                                     python  2.4.1       2026-03-25   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/tomli-2.4.1.dist-info
xyzservices                               python  2026.3.0    2026-03-30   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/xyzservices-2026.3.0.dist-info
python-lsp-ruff                           python  2.3.1       2026-04-01   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/python_lsp_ruff-2.3.1.dist-info
jupyter-lsp                               python  2.3.1       2026-04-02   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jupyter_lsp-2.3.1.dist-info
Werkzeug                                  python  3.1.8       2026-04-02   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/werkzeug-3.1.8.dist-info
readchar                                  python  4.2.2       2026-04-06   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/readchar-4.2.2.dist-info
rich                                      python  15.0.0      2026-04-12   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/rich-15.0.0.dist-info
importlib_resources                       python  7.1.0       2026-04-13   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/importlib_resources-7.1.0.dist-info
PyGithub                                  python  2.9.1       2026-04-14   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pygithub-2.9.1.dist-info
jaraco.context                            python  6.1.2       2026-04-22   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jaraco_context-6.1.2.dist-info
matplotlib                                python  3.10.9      2026-04-23   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/matplotlib-3.10.9.dist-info
packaging                                 python  26.2        2026-04-25   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/packaging-26.2.dist-info
typing-inspection                         python  0.4.2       2026-04-25   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/typing_inspection-0.4.2.dist-info
pathspec                                  python  1.1.1       2026-04-27   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pathspec-1.1.1.dist-info
py2vega                                   python  0.7.0       2026-04-28   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/py2vega-0.7.0.dist-info
colorcet                                  python  3.2.1       2026-04-28   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/colorcet-3.2.1.dist-info
parso                                     python  0.8.7       2026-05-02   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/parso-0.8.7.dist-info
pydantic                                  python  2.13.4      2026-05-06   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pydantic-2.13.4.dist-info
bqplot                                    python  0.13.1      2026-05-07   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/bqplot-0.13.1.dist-info
urllib3                                   python  2.7.0       2026-05-07   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/urllib3-2.7.0.dist-info
matplotlib-inline                         python  0.2.2       2026-05-08   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/matplotlib_inline-0.2.2.dist-info
asyncssh                                  python  2.23.0      2026-05-09   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/asyncssh-2.23.0.dist-info
installer                                 python  1.0.1       2026-05-11   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/installer-1.0.1.dist-info
conda-repo-cli                            python  1.0.173+2.gf8332ec  2026-05-12   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_repo_cli-1.0.173+2.gf8332ec.dist-info
mdit-py-plugins                           python  0.6.1       2026-05-13   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/mdit_py_plugins-0.6.1.dist-info
requests                                  python  2.34.2      2026-05-15   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/requests-2.34.2.dist-info
decorator                                 python  5.3.1       2026-05-18   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/decorator-5.3.1.dist-info
zipp                                      python  4.1.0       2026-05-18   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/zipp-4.1.0.dist-info
datashader                                python  0.19.1      2026-05-19   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/datashader-0.19.1.dist-info
pycparser                                 python  3.0         2026-05-20   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pycparser-3.0.dist-info
PyJWT                                     python  2.13.0      2026-05-21   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pyjwt-2.13.0.dist-info
more-itertools                            python  11.1.0      2026-05-22   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/more_itertools-11.1.0.dist-info
importlib_metadata                        python  9.0.0       2026-05-25   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/importlib_metadata-9.0.0.dist-info
scikit-learn                              python  1.9.0       2026-06-02   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/scikit_learn-1.9.0.dist-info
snowballstemmer                           python  3.1.1       2026-06-03   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/snowballstemmer-3.1.1.dist-info
beautifulsoup4                            python  4.15.0      2026-06-07   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/beautifulsoup4-4.15.0.dist-info
sklearn-compat                            python  0.1.6       2026-06-07   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/sklearn_compat-0.1.6.dist-info
imbalanced-learn                          python  0.14.2      2026-06-07   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/imbalanced_learn-0.14.2.dist-info
smmap                                     python  5.0.3       2026-06-09   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/smmap-5.0.3.dist-info
python-json-logger                        python  4.1.0       2026-06-09   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/python_json_logger-4.1.0.dist-info
frozendict                                python  2.4.7       2026-06-11   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/frozendict-2.4.7.dist-info
conda-rattler-solver                      python  0.1.1       2026-06-11   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_rattler_solver-0.1.1.dist-info
pyarrow                                   python  23.0.1      2026-06-12   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pyarrow-23.0.1-py3.13.egg-info
conda_package_streaming                   python  0.13.0      2026-06-12   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_package_streaming-0.13.0.dist-info
fsspec                                    python  2026.6.0    2026-06-16   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/fsspec-2026.6.0.dist-info
s3fs                                      python  2026.6.0    2026-06-16   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/s3fs-2026.6.0.dist-info
param                                     python  2.4.1       2026-06-16   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/param-2.4.1.dist-info
pydantic-settings                         python  2.14.2      2026-06-19   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pydantic_settings-2.14.2.dist-info
nh3                                       python  0.3.6       2026-06-22   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/nh3-0.3.6.dist-info
spyder-kernels                            python  3.1.5       2026-06-23   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/spyder_kernels-3.1.5.dist-info
conda_index                               python  0.12.1      2026-06-23   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_index-0.12.1.dist-info
jedi                                      python  0.20.0      2026-06-23   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jedi-0.20.0.dist-info
hpack                                     python  4.2.0       2026-06-24   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/hpack-4.2.0.dist-info
altair                                    python  6.2.2       2026-06-25   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/altair-6.2.2.dist-info
superqt                                   python  0.8.2       2026-06-27   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/superqt-0.8.2.dist-info
tzlocal                                   python  5.4.4       2026-06-29   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/tzlocal-5.4.4.dist-info
wcwidth                                   python  0.8.2       2026-06-29   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/wcwidth-0.8.2.dist-info
ast_serialize                             python  0.6.0       2026-06-30   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/ast_serialize-0.6.0.dist-info
pillow                                    python  12.3.0      2026-07-01   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pillow-12.3.0.dist-info
aiohappyeyeballs                          python  2.7.1       2026-07-02   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/aiohappyeyeballs-2.7.1.dist-info
typing_extensions                         python  4.16.0      2026-07-02   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/typing_extensions-4.16.0.dist-info
click                                     python  8.4.2       2026-07-03   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/click-8.4.2.dist-info
cached-property                           python  1.5.2       2026-07-05   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/cached_property-1.5.2.dist-info
conda-lockfiles                           python  0.2.1       2026-07-07   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_lockfiles-0.2.1.dist-info
setuptools                                python  83.0.0      2026-07-09   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/setuptools-83.0.0-py3.10.egg-info
xarray                                    python  2026.7.0    2026-07-09   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/xarray-2026.7.0.dist-info
tzdata                                    python  2026.3      2026-07-10   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/tzdata-2026.3.dist-info
anyio                                     python  4.14.2      2026-07-12   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/anyio-4.14.2.dist-info
botocore                                  python  1.43.46     2026-07-13   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/botocore-1.43.46.dist-info
narwhals                                  python  2.24.0      2026-07-13   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/narwhals-2.24.0.dist-info
boto3                                     python  1.43.46     2026-07-13   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/boto3-1.43.46.dist-info
asttokens                                 python  3.0.2       2026-07-13   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/asttokens-3.0.2.dist-info
jaraco.functools                          python  4.6.0       2026-07-14   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jaraco_functools-4.6.0.dist-info
distributed                               python  2026.7.1    2026-07-14   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/distributed-2026.7.1.dist-info
llvmlite                                  python  0.48.0      2026-07-14   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/llvmlite-0.48.0-py3.13.egg-info
pycosat                                   python  0.6.6       2026-07-15   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pycosat-0.6.6.dist-info
Pympler                                   python  1.1         2026-07-15   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pympler-1.1.dist-info
conda-libmamba-solver                     python  26.7.0      2026-07-16   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_libmamba_solver-26.7.0.dist-info
conda-pypi                                python  0.11.0      2026-07-16   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_pypi-0.11.0.dist-info
aiobotocore                               python  3.8.0       2026-07-17   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/aiobotocore-3.8.0.dist-info
tomlkit                                   python  0.15.1      2026-07-17   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/tomlkit-0.15.1.dist-info
yarl                                      python  1.24.5      2026-07-20   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/yarl-1.24.5.dist-info
platformdirs                              python  4.11.0      2026-07-21   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/platformdirs-4.11.0.dist-info
soupsieve                                 python  2.9.1       2026-07-21   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/soupsieve-2.9.1.dist-info
boltons                                   python  26.1.0      2026-07-22   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/boltons-26.1.0.dist-info
certifi                                   python  2026.7.22   2026-07-22   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/certifi-2026.7.22.dist-info
conda-self                                python  0.2.1       2026-07-22   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_self-0.2.1.dist-info
s3transfer                                python  0.19.2      2026-07-23   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/s3transfer-0.19.2.dist-info
annotated-types                           python  0.8.0       2026-07-24   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/annotated_types-0.8.0.dist-info
prometheus_client                         python  0.26.0      2026-07-25   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/prometheus_client-0.26.0.dist-info
GitPython                                 python  3.1.57      2026-07-26   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/gitpython-3.1.57.dist-info
pytz                                      python  2026.3.post1  2026-07-26   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pytz-2026.3.post1.dist-info
prompt_toolkit                            python  3.0.53      2026-07-27   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/prompt_toolkit-3.0.53.dist-info
fastjsonschema                            python  2.22.1      2026-07-28   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/fastjsonschema-2.22.1.dist-info
pandas                                    python  3.0.5       2026-07-28   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pandas-3.0.5.dist-info
annotated-doc                             python  0.0.5       2026-07-29   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/annotated_doc-0.0.5.dist-info
panel-material-ui                         python  0.14.1      2026-07-29   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/panel_material_ui-0.14.1.dist-info
filelock                                  python  3.32.2      2026-07-29   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/filelock-3.32.2.dist-info
ruff                                      python  0.16.1      2026-07-31   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/ruff-0.16.1.dist-info
py-rattler-build                          python  0.72.2      2026-07-31   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/py_rattler_build-0.72.2.dist-info
pyOpenSSL                                 python  26.4.0      2026-08-01   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pyopenssl-26.4.0.dist-info
cachetools                                python  7.1.7       2026-08-01   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/cachetools-7.1.7.dist-info
astropy-iers-data                         python  0.2026.8.3.0.53.6  2026-08-02   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/astropy_iers_data-0.2026.8.3.0.53.6.dist-info
traitlets                                 python  5.16.1      2026-08-03   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/traitlets-5.16.1.dist-info
h2                                        python  4.4.1       2026-08-03   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/h2-4.4.1.dist-info
ipykernel                                 python  6.31.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/ipykernel-6.31.0.dist-info
frozenlist                                python  1.8.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/frozenlist-1.8.0.dist-info
gmpy2                                     python  2.3.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/gmpy2-2.3.0.dist-info
greenlet                                  python  3.5.4       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/greenlet-3.5.4.dist-info
kiwisolver                                python  1.5.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/kiwisolver-1.5.0.dist-info
menuinst                                  python  2.5.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/menuinst-2.5.2.dist-info
anaconda-anon-usage                       python  0.8.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/anaconda_anon_usage-0.8.1.dist-info
dill                                      python  0.4.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/dill-0.4.1.dist-info
jmespath                                  python  1.1.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jmespath-1.1.0.dist-info
jsonpointer                               python  3.1.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jsonpointer-3.1.1.dist-info
propcache                                 python  0.5.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/propcache-0.5.2.dist-info
pyodbc                                    python  5.3.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pyodbc-5.3.0.dist-info
librt                                     python  0.13.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/librt-0.13.0.dist-info
pytokens                                  python  0.4.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pytokens-0.4.1.dist-info
ujson                                     python  5.13.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/ujson-5.13.0.dist-info
wrapt                                     python  2.3.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/wrapt-2.3.0.dist-info
cytoolz                                   python  1.1.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/cytoolz-1.1.0.dist-info
fonttools                                 python  4.63.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/fonttools-4.63.0.dist-info
aiohttp                                   python  3.14.3      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/aiohttp-3.14.3.dist-info
plotly                                    python  6.9.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/plotly-6.9.0.dist-info
sip                                       python  6.16.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/sip-6.16.0.dist-info
watchdog                                  python  6.0.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/watchdog-6.0.0.dist-info
Flask                                     python  3.1.3       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/flask-3.1.3.dist-info
QDarkStyle                                python  3.2.3       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/QDarkStyle-3.2.3.dist-info
SQLAlchemy                                python  2.0.51      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/sqlalchemy-2.0.51.dist-info
xlwings                                   python  0.36.13     2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/xlwings-0.36.13.dist-info
Bottleneck                                python  1.6.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/bottleneck-1.6.0.dist-info
h5py                                      python  3.16.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/h5py-3.16.0.dist-info
typer                                     python  0.27.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/typer-0.27.1.dist-info
contourpy                                 python  1.3.3       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/contourpy-1.3.3.dist-info
imagecodecs                               python  2026.6.26   2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/imagecodecs-2026.6.26.dist-info
mypy                                      python  2.3.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/mypy-2.3.0.dist-info
numexpr                                   python  2.14.2      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/numexpr-2.14.2.dist-info
numba                                     python  0.66.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/numba-0.66.0.dist-info
scipy                                     python  1.18.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/scipy-1.18.0.dist-info
astropy                                   python  8.0.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/astropy-8.0.1.dist-info
nbclient                                  python  0.11.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/nbclient-0.11.0.dist-info
PyQt5                                     python  5.15.11     2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/PyQt5-5.15.11.dist-info
tables                                    python  3.11.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/tables-3.11.1.dist-info
statsmodels                               python  0.14.6      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/statsmodels-0.14.6.dist-info
navigator-updater                         python  0.6.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/navigator_updater-0.6.0.dist-info
anaconda-navigator                        python  2.7.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/anaconda_navigator-2.7.1.dist-info
archspec                                  python  0.2.5       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/archspec-0.2.5.dist-info
babel                                     python  2.18.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/babel-2.18.0.dist-info
base58                                    python  2.1.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/base58-2.1.1.dist-info
binaryornot                               python  0.6.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/binaryornot-0.6.0.dist-info
chardet                                   python  7.4.3       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/chardet-7.4.3.dist-info
charset-normalizer                        python  3.4.9       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/charset_normalizer-3.4.9.dist-info
distro                                    python  1.9.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/distro-1.9.0.dist-info
docutils                                  python  0.22.4      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/docutils-0.22.4.dist-info
idna                                      python  3.18        2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/idna-3.18.dist-info
json5                                     python  0.15.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/json5-0.15.0.dist-info
pip                                       python  26.2        2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pip-26.2.dist-info
pkginfo                                   python  1.12.1.2    2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pkginfo-1.12.1.2.dist-info
py-cpuinfo                                python  9.0.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/py_cpuinfo-9.0.0.dist-info
pycodestyle                               python  2.12.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pycodestyle-2.12.1.dist-info
pyflakes                                  python  3.2.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pyflakes-3.2.0.dist-info
Pygments                                  python  2.20.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pygments-2.20.0.dist-info
python-dotenv                             python  1.2.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/python_dotenv-1.2.2.dist-info
semver                                    python  3.0.4       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/semver-3.0.4.dist-info
tabulate                                  python  0.10.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/tabulate-0.10.0.dist-info
tqdm                                      python  4.70.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/tqdm-4.70.0.dist-info
websocket-client                          python  1.9.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/websocket_client-1.9.0.dist-info
black                                     python  26.5.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/black-26.5.1.dist-info
conda-pack                                python  0.0.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_pack-0.0.0.dist-info
flake8                                    python  7.1.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/flake8-7.1.2.dist-info
markdown-it-py                            python  4.2.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/markdown_it_py-4.2.0.dist-info
mistune                                   python  3.3.4       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/mistune-3.3.4.dist-info
pydocstyle                                python  6.3.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pydocstyle-6.3.0.dist-info
python-slugify                            python  8.0.4       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/python_slugify-8.0.4.dist-info
QtPy                                      python  2.4.3       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/qtpy-2.4.3.dist-info
sympy                                     python  1.14.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/sympy-1.14.0.dist-info
wheel                                     python  0.47.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/wheel-0.47.0.dist-info
dask                                      python  2026.7.1    2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/dask-2026.7.1.dist-info
ipython                                   python  9.16.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/ipython-9.16.1.dist-info
isort                                     python  8.0.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/isort-8.0.1.dist-info
jupyter_builder                           python  1.2.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jupyter_builder-1.2.1.dist-info
Markdown                                  python  3.10.3      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/markdown-3.10.3.dist-info
nltk                                      python  3.10.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/nltk-3.10.1.dist-info
pytest                                    python  9.1.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pytest-9.1.1.dist-info
build                                     python  1.5.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/build-1.5.0.dist-info
QtAwesome                                 python  1.4.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/qtawesome-1.4.2.dist-info
yapf                                      python  0.43.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/yapf-0.43.0.dist-info
conda-content-trust                       python  0.3.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_content_trust-0.3.2.dist-info
httpx                                     python  0.28.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/httpx-0.28.1.dist-info
jsonschema                                python  4.26.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jsonschema-4.26.0.dist-info
keyring                                   python  25.7.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/keyring-25.7.0.dist-info
pylint                                    python  4.0.6       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pylint-4.0.6.dist-info
python-lsp-server                         python  1.15.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/python_lsp_server-1.15.0.dist-info
Send2Trash                                python  2.1.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/send2trash-2.1.0.dist-info
